<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2022.01.12	12:00:00	120214	120276	119643	119818	559797	2072970	1
2022.01.12	13:00:00	119818	120123	119541	120027	541986	2093758	1
2022.01.12	14:00:00	120027	120276	119790	120169	411082	1728358	1
2022.01.12	15:00:00	120169	120225	119897	120067	354981	1518396	1
2022.01.12	16:00:00	120072	120480	119959	120423	327487	1605059	1
2022.01.12	17:00:00	120423	120627	120338	120485	270960	1273400	1
2022.01.12	18:00:00	120485	120723	120265	120723	78707	331106	1
2022.01.13	09:00:00	120225	120293	119733	119767	582454	1807058	1
2022.01.13	10:00:00	119767	120197	119490	119931	1060182	3747428	1
2022.01.13	11:00:00	119931	121034	119778	120904	828463	3066551	1
2022.01.13	12:00:00	120904	120909	119818	120174	807044	2875170	1
2022.01.13	13:00:00	120174	120813	120056	120440	559971	2045731	1
2022.01.13	14:00:00	120434	120531	119959	120378	615443	2254421	1
2022.01.13	15:00:00	120378	120887	120174	120791	514774	1965769	1
2022.01.13	16:00:00	120796	121011	120519	120757	373212	1423835	1
2022.01.13	17:00:00	120757	120762	120095	120197	424689	1777234	1
2022.01.13	18:00:00	120191	120231	120016	120225	63350	227108	1
2022.01.14	09:00:00	120039	120406	119807	119824	717905	2244025	1
2022.01.14	10:00:00	119824	120384	119547	119812	1164120	3841225	1
2022.01.14	11:00:00	119807	120836	119660	120740	996005	3465728	1
2022.01.14	12:00:00	120734	121401	120536	121237	747443	2688954	1
2022.01.14	13:00:00	121232	121339	120875	121085	503717	1788885	1
2022.01.14	14:00:00	121090	121203	120745	120870	363731	1382018	1
2022.01.14	15:00:00	120864	121373	120768	121300	399385	1689742	1
2022.01.14	16:00:00	121305	121690	121170	121645	390946	1673716	1
2022.01.14	17:00:00	121645	121905	121599	121775	316240	1387913	1
2022.01.14	18:00:00	121775	122131	121701	122131	75420	322900	1
2022.01.17	09:00:00	121763	121984	121209	121220	508225	1628420	1
2022.01.17	10:00:00	121226	121548	120909	120977	835337	2984372	1
2022.01.17	11:00:00	120972	121158	120695	121153	580145	2197439	1
2022.01.17	12:00:00	121158	121418	121068	121334	379307	1447626	1
2022.01.17	13:00:00	121328	121492	120994	121147	356595	1375422	1
2022.01.17	14:00:00	121141	121554	121062	121543	325469	1277254	1
